Disease,City,State,Date,Population_Affected,Number_of_Deaths,Survived,Doctors_Available,Hospitals_Available
Asthma,Gurugram,Jammu & Kashmir,2021-01-01,4989,212,4777,95,6
Asthma,Gurugram,Jammu & Kashmir,2021-02-01,3613,173,3440,90,3
Asthma,Gurugram,Jammu & Kashmir,2021-03-01,3157,149,3008,81,6
Asthma,Gurugram,Jammu & Kashmir,2021-04-01,1277,35,1242,93,6
Asthma,Gurugram,Jammu & Kashmir,2021-05-01,3364,55,3309,118,4
Asthma,Gurugram,Jammu & Kashmir,2021-06-01,1627,105,1522,120,4
Asthma,Gurugram,Jammu & Kashmir,2021-07-01,4297,347,3950,112,4
Asthma,Gurugram,Jammu & Kashmir,2021-08-01,1295,156,1139,77,2
Asthma,Gurugram,Jammu & Kashmir,2021-09-01,2446,91,2355,161,6
Asthma,Gurugram,Jammu & Kashmir,2021-10-01,1853,73,1780,184,2
Asthma,Gurugram,Jammu & Kashmir,2021-11-01,1273,35,1238,41,3
Asthma,Gurugram,Jammu & Kashmir,2021-12-01,3592,297,3295,115,6
Asthma,Gurugram,Jammu & Kashmir,2022-01-01,3316,244,3072,82,4
Asthma,Gurugram,Jammu & Kashmir,2022-02-01,4219,103,4116,153,5
Asthma,Gurugram,Jammu & Kashmir,2022-03-01,210,5,205,106,1
Asthma,Gurugram,Jammu & Kashmir,2022-04-01,4025,313,3712,109,3
Asthma,Gurugram,Jammu & Kashmir,2022-05-01,4989,305,4684,131,10
Asthma,Gurugram,Jammu & Kashmir,2022-06-01,1992,143,1849,91,1
Asthma,Gurugram,Jammu & Kashmir,2022-07-01,4989,121,4868,192,10
Asthma,Gurugram,Jammu & Kashmir,2022-08-01,2244,0,2244,132,6
Asthma,Gurugram,Jammu & Kashmir,2022-09-01,756,18,738,154,3
Asthma,Gurugram,Jammu & Kashmir,2022-10-01,2187,153,2034,95,4
Asthma,Gurugram,Jammu & Kashmir,2022-11-01,4004,442,3562,100,8
Asthma,Gurugram,Jammu & Kashmir,2022-12-01,1473,55,1418,148,1
Asthma,Gurugram,Jammu & Kashmir,2023-01-01,1792,208,1584,142,9
Asthma,Gurugram,Jammu & Kashmir,2023-02-01,3394,251,3143,43,6
Asthma,Gurugram,Jammu & Kashmir,2023-03-01,2602,24,2578,113,8
Asthma,Gurugram,Jammu & Kashmir,2023-04-01,3382,190,3192,130,1
Asthma,Gurugram,Jammu & Kashmir,2023-05-01,2916,219,2697,100,4
Asthma,Gurugram,Jammu & Kashmir,2023-06-01,3241,0,3241,126,1
Asthma,Gurugram,Jammu & Kashmir,2023-07-01,2017,138,1879,102,8
Asthma,Gurugram,Jammu & Kashmir,2023-08-01,2908,244,2664,11,2
Asthma,Gurugram,Jammu & Kashmir,2023-09-01,1353,83,1270,39,2
Asthma,Gurugram,Jammu & Kashmir,2023-10-01,4326,208,4118,156,1
Asthma,Gurugram,Jammu & Kashmir,2023-11-01,1747,78,1669,94,6
Asthma,Gurugram,Jammu & Kashmir,2023-12-01,4112,178,3934,116,5
Asthma,Gurugram,Jammu & Kashmir,2024-01-01,2284,36,2248,106,3
Asthma,Gurugram,Jammu & Kashmir,2024-02-01,2868,86,2782,64,6
Asthma,Gurugram,Jammu & Kashmir,2024-03-01,1933,73,1860,82,3
Asthma,Gurugram,Jammu & Kashmir,2024-04-01,1234,65,1169,123,1
Asthma,Gurugram,Jammu & Kashmir,2024-05-01,257,8,249,128,4
Asthma,Gurugram,Jammu & Kashmir,2024-06-01,1182,29,1153,200,10
Asthma,Gurugram,Jammu & Kashmir,2024-07-01,2163,156,2007,82,8
Asthma,Gurugram,Jammu & Kashmir,2024-08-01,2882,175,2707,191,6
Asthma,Gurugram,Jammu & Kashmir,2024-09-01,3953,135,3818,62,6
Asthma,Gurugram,Jammu & Kashmir,2024-10-01,1999,129,1870,131,4
Asthma,Gurugram,Jammu & Kashmir,2024-11-01,1414,52,1362,115,7
Asthma,Gurugram,Jammu & Kashmir,2024-12-01,662,34,628,100,6
Asthma,Gurugram,Jammu & Kashmir,2025-01-01,3241,254,2987,106,5
Asthma,Gurugram,Jammu & Kashmir,2025-02-01,4453,144,4309,74,5
Asthma,Gurugram,Jammu & Kashmir,2025-03-01,4296,68,4228,152,1
Asthma,Gurugram,Jammu & Kashmir,2025-04-01,3550,162,3388,63,3
Asthma,Gurugram,Jammu & Kashmir,2025-05-01,3454,35,3419,122,1
Asthma,Gurugram,Jammu & Kashmir,2025-06-01,4875,204,4671,145,1
Asthma,Gurugram,Jammu & Kashmir,2025-07-01,3043,127,2916,177,6
Asthma,Gurugram,Jammu & Kashmir,2025-08-01,3464,0,3464,156,1
Asthma,Gurugram,Jammu & Kashmir,2025-09-01,2167,141,2026,135,7
Asthma,Gurugram,Jammu & Kashmir,2025-10-01,770,34,736,74,8
Asthma,Gurugram,Jammu & Kashmir,2025-11-01,1680,141,1539,66,5
Asthma,Gurugram,Jammu & Kashmir,2025-12-01,2585,145,2440,48,3
Asthma,Gurugram,Haryana,2018-01-01,2679,191,2488,43,8
Asthma,Gurugram,Haryana,2018-02-01,4989,422,4567,106,6
Asthma,Gurugram,Haryana,2018-03-01,2706,125,2581,69,8
Asthma,Gurugram,Haryana,2018-04-01,4179,209,3970,167,2
Asthma,Gurugram,Haryana,2018-05-01,2014,8,2006,77,4
Asthma,Gurugram,Haryana,2018-06-01,2179,187,1992,111,4
Asthma,Gurugram,Haryana,2018-07-01,815,37,778,93,5
Asthma,Gurugram,Haryana,2018-08-01,1602,33,1569,35,7
Asthma,Gurugram,Haryana,2018-09-01,3304,236,3068,162,5
Asthma,Gurugram,Haryana,2018-10-01,2608,0,2608,142,9
Asthma,Gurugram,Haryana,2018-11-01,3862,145,3717,148,4
Asthma,Gurugram,Haryana,2018-12-01,2841,217,2624,137,2
Asthma,Gurugram,Haryana,2019-01-01,2125,79,2046,68,3
Asthma,Gurugram,Haryana,2019-02-01,4989,145,4844,69,3
Asthma,Gurugram,Haryana,2019-03-01,2471,93,2378,129,3
Asthma,Gurugram,Haryana,2019-04-01,4158,0,4158,185,4
Asthma,Gurugram,Haryana,2019-05-01,2059,145,1914,126,4
Asthma,Gurugram,Haryana,2019-06-01,3549,165,3384,156,5
Asthma,Gurugram,Haryana,2019-07-01,3842,161,3681,79,3
Asthma,Gurugram,Haryana,2019-08-01,2877,121,2756,162,8
Asthma,Gurugram,Haryana,2019-09-01,78,0,78,85,1
Asthma,Gurugram,Haryana,2019-10-01,2622,181,2441,118,1
Asthma,Gurugram,Haryana,2019-11-01,4248,206,4042,88,8
Asthma,Gurugram,Haryana,2019-12-01,3305,34,3271,152,8
Asthma,Gurugram,Haryana,2020-01-01,3196,213,2983,152,8
Asthma,Gurugram,Haryana,2020-02-01,287,18,269,31,7
Asthma,Gurugram,Haryana,2020-03-01,1631,91,1540,174,5
Asthma,Gurugram,Haryana,2020-04-01,3149,256,2893,200,4
Asthma,Gurugram,Haryana,2020-05-01,3148,160,2988,88,1
Asthma,Gurugram,Haryana,2020-06-01,4227,348,3879,100,5
Asthma,Gurugram,Haryana,2020-07-01,2403,218,2185,169,1
Asthma,Gurugram,Haryana,2020-08-01,3142,210,2932,110,10
Asthma,Gurugram,Haryana,2020-09-01,2619,74,2545,106,2
Asthma,Gurugram,Haryana,2020-10-01,1273,58,1215,200,5
Asthma,Gurugram,Haryana,2020-11-01,78,0,78,37,9
Asthma,Gurugram,Haryana,2020-12-01,3176,20,3156,66,4
Asthma,Gurugram,Haryana,2021-01-01,2831,109,2722,127,4
Asthma,Gurugram,Haryana,2021-02-01,1768,70,1698,24,1
Asthma,Gurugram,Haryana,2021-03-01,425,10,415,87,1
Asthma,Gurugram,Haryana,2021-04-01,3442,259,3183,87,6
Asthma,Gurugram,Haryana,2021-05-01,2241,136,2105,155,10
Asthma,Gurugram,Haryana,2021-06-01,3344,98,3246,142,2
Asthma,Gurugram,Haryana,2021-07-01,4989,337,4652,20,5
Asthma,Gurugram,Haryana,2021-08-01,78,0,78,71,10
Asthma,Gurugram,Haryana,2021-09-01,1659,40,1619,71,6
Asthma,Gurugram,Haryana,2021-10-01,2317,67,2250,95,8
Asthma,Gurugram,Haryana,2021-11-01,4549,285,4264,50,3
Asthma,Gurugram,Haryana,2021-12-01,402,31,371,129,9
Asthma,Gurugram,Haryana,2022-01-01,4989,179,4810,71,3
Asthma,Gurugram,Haryana,2022-02-01,2780,183,2597,136,2
Asthma,Gurugram,Haryana,2022-03-01,2469,237,2232,106,9
Asthma,Gurugram,Haryana,2022-04-01,2332,31,2301,57,3
Asthma,Gurugram,Haryana,2022-05-01,2012,121,1891,177,5
Asthma,Gurugram,Haryana,2022-06-01,4003,297,3706,178,10
Asthma,Gurugram,Haryana,2022-07-01,1164,55,1109,121,2
Asthma,Gurugram,Haryana,2022-08-01,3061,263,2798,94,4
Asthma,Gurugram,Haryana,2022-09-01,2082,237,1845,52,3
Asthma,Gurugram,Haryana,2022-10-01,1575,94,1481,161,4
Asthma,Gurugram,Haryana,2022-11-01,4989,215,4774,148,5
Asthma,Gurugram,Haryana,2022-12-01,3160,248,2912,65,9
Asthma,Gurugram,Haryana,2023-01-01,3420,255,3165,71,10
Asthma,Gurugram,Haryana,2023-02-01,4124,0,4124,129,5
Asthma,Gurugram,Haryana,2023-03-01,691,34,657,46,3
Asthma,Gurugram,Haryana,2023-04-01,4948,190,4758,74,7
Asthma,Gurugram,Haryana,2023-05-01,78,0,78,53,5
Asthma,Gurugram,Haryana,2023-06-01,1566,69,1497,55,5
Asthma,Gurugram,Haryana,2023-07-01,1982,94,1888,70,2
Asthma,Gurugram,Haryana,2023-08-01,3378,84,3294,152,1
Asthma,Gurugram,Haryana,2023-09-01,2891,206,2685,17,5
Asthma,Gurugram,Haryana,2023-10-01,2374,233,2141,128,2
Asthma,Gurugram,Haryana,2023-11-01,2581,65,2516,119,3
Asthma,Gurugram,Haryana,2023-12-01,1285,12,1273,156,9
Asthma,Gurugram,Haryana,2024-01-01,589,29,560,119,5
Asthma,Gurugram,Haryana,2024-02-01,3572,175,3397,87,8
Asthma,Gurugram,Haryana,2024-03-01,3528,296,3232,65,6
Asthma,Gurugram,Haryana,2024-04-01,4723,67,4656,157,7
Asthma,Gurugram,Haryana,2024-05-01,1538,52,1486,132,3
Asthma,Gurugram,Haryana,2024-06-01,3527,0,3527,81,8
Asthma,Gurugram,Haryana,2024-07-01,2217,199,2018,153,6
Asthma,Gurugram,Haryana,2024-08-01,4194,240,3954,83,4
Asthma,Gurugram,Haryana,2024-09-01,3968,145,3823,106,6
Asthma,Gurugram,Haryana,2024-10-01,2881,33,2848,75,3
Asthma,Gurugram,Haryana,2024-11-01,2142,30,2112,133,4
Asthma,Gurugram,Haryana,2024-12-01,3887,241,3646,56,5
Asthma,Gurugram,Haryana,2025-01-01,3465,61,3404,91,3
Asthma,Gurugram,Haryana,2025-02-01,1679,89,1590,73,9
Asthma,Gurugram,Haryana,2025-03-01,816,89,727,120,4
Asthma,Gurugram,Haryana,2025-04-01,2210,88,2122,126,10
Asthma,Gurugram,Haryana,2025-05-01,4630,102,4528,50,5
Asthma,Gurugram,Haryana,2025-06-01,4135,253,3882,127,4
Asthma,Gurugram,Haryana,2025-07-01,1105,15,1090,31,3
Asthma,Gurugram,Haryana,2025-08-01,1031,103,928,200,6
Asthma,Gurugram,Haryana,2025-09-01,4307,391,3916,80,7
Asthma,Gurugram,Haryana,2025-10-01,1074,48,1026,160,1
Asthma,Gurugram,Haryana,2025-11-01,3281,78,3203,116,5
Asthma,Gurugram,Haryana,2025-12-01,1771,66,1705,119,1
Asthma,Faridabad,Punjab,2018-01-01,4767,197,4570,47,8
Asthma,Faridabad,Punjab,2018-02-01,1564,95,1469,149,8
Asthma,Faridabad,Punjab,2018-03-01,4131,331,3800,109,5
Asthma,Faridabad,Punjab,2018-04-01,2845,56,2789,130,5
Asthma,Faridabad,Punjab,2018-05-01,2936,233,2703,102,1
Asthma,Faridabad,Punjab,2018-06-01,78,0,78,113,3
Asthma,Faridabad,Punjab,2018-07-01,78,0,78,61,3
Asthma,Faridabad,Punjab,2018-08-01,2302,42,2260,98,4
Asthma,Faridabad,Punjab,2018-09-01,2929,156,2773,85,7
Asthma,Faridabad,Punjab,2018-10-01,1088,20,1068,70,9
Asthma,Faridabad,Punjab,2018-11-01,1137,90,1047,113,7
Asthma,Faridabad,Punjab,2018-12-01,3351,58,3293,125,4
Asthma,Faridabad,Punjab,2019-01-01,3352,221,3131,119,3
Asthma,Faridabad,Punjab,2019-02-01,2413,115,2298,101,5
Asthma,Faridabad,Punjab,2019-03-01,3644,123,3521,127,6
Asthma,Faridabad,Punjab,2019-04-01,1022,48,974,119,4
Asthma,Faridabad,Punjab,2019-05-01,2120,172,1948,111,3
Asthma,Faridabad,Punjab,2019-06-01,4808,73,4735,115,7
Asthma,Faridabad,Punjab,2019-07-01,2689,102,2587,166,7
Asthma,Faridabad,Punjab,2019-08-01,2767,78,2689,45,1
Asthma,Faridabad,Punjab,2019-09-01,4989,244,4745,90,4
Asthma,Faridabad,Punjab,2019-10-01,720,21,699,123,7
Asthma,Faridabad,Punjab,2019-11-01,3666,0,3666,26,8
Asthma,Faridabad,Punjab,2019-12-01,4830,93,4737,177,5
Asthma,Faridabad,Punjab,2020-01-01,2162,211,1951,119,6
Asthma,Faridabad,Punjab,2020-02-01,3751,214,3537,155,6
Asthma,Faridabad,Punjab,2020-03-01,1280,72,1208,163,8
Asthma,Faridabad,Punjab,2020-04-01,1676,70,1606,127,2
Asthma,Faridabad,Punjab,2020-05-01,3114,151,2963,11,6
Asthma,Faridabad,Punjab,2020-06-01,3669,137,3532,114,2
Asthma,Faridabad,Punjab,2020-07-01,4101,268,3833,117,8
Asthma,Faridabad,Punjab,2020-08-01,4703,249,4454,51,2
Asthma,Faridabad,Punjab,2020-09-01,2507,40,2467,15,6
Asthma,Faridabad,Punjab,2020-10-01,4199,241,3958,130,2
Asthma,Faridabad,Punjab,2020-11-01,2138,0,2138,43,7
Asthma,Faridabad,Punjab,2020-12-01,3808,236,3572,200,6
Asthma,Faridabad,Punjab,2021-01-01,2876,26,2850,120,6
Asthma,Faridabad,Punjab,2021-02-01,3195,151,3044,175,10
Asthma,Faridabad,Punjab,2021-03-01,3166,48,3118,108,3
Asthma,Faridabad,Punjab,2021-04-01,445,22,423,144,8
Asthma,Faridabad,Punjab,2021-05-01,1089,72,1017,109,8
Asthma,Faridabad,Punjab,2021-06-01,2735,256,2479,157,8
Asthma,Faridabad,Punjab,2021-07-01,334,1,333,11,3
Asthma,Faridabad,Punjab,2021-08-01,3712,291,3421,151,4
Asthma,Faridabad,Punjab,2021-09-01,3767,202,3565,140,3
Asthma,Faridabad,Punjab,2021-10-01,3036,112,2924,98,4
Asthma,Faridabad,Punjab,2021-11-01,1093,78,1015,85,2
Asthma,Faridabad,Punjab,2021-12-01,4449,192,4257,91,4
Asthma,Faridabad,Punjab,2022-01-01,4989,353,4636,121,9
Asthma,Faridabad,Punjab,2022-02-01,2795,59,2736,168,4
Asthma,Faridabad,Punjab,2022-03-01,3282,103,3179,79,5
Asthma,Faridabad,Punjab,2022-04-01,2868,222,2646,20,3
Asthma,Faridabad,Punjab,2022-05-01,3309,308,3001,200,5
Asthma,Faridabad,Punjab,2022-06-01,2437,119,2318,140,7
Asthma,Faridabad,Punjab,2022-07-01,2551,0,2551,86,6
Asthma,Faridabad,Punjab,2022-08-01,3812,168,3644,167,9
Asthma,Faridabad,Punjab,2022-09-01,4989,254,4735,154,1
Asthma,Faridabad,Punjab,2022-10-01,719,31,688,131,3
Asthma,Faridabad,Punjab,2022-11-01,2458,147,2311,82,4
Asthma,Faridabad,Punjab,2022-12-01,1014,36,978,140,9
Asthma,Faridabad,Punjab,2023-01-01,4733,352,4381,162,6
Asthma,Faridabad,Punjab,2023-02-01,1809,29,1780,19,1
Asthma,Faridabad,Punjab,2023-03-01,661,56,605,118,8
Asthma,Faridabad,Punjab,2023-04-01,3454,328,3126,121,5
Asthma,Faridabad,Punjab,2023-05-01,4937,116,4821,120,7
Asthma,Faridabad,Punjab,2023-06-01,3488,81,3407,109,9
Asthma,Faridabad,Punjab,2023-07-01,2872,178,2694,167,2
Asthma,Faridabad,Punjab,2023-08-01,3146,48,3098,95,9
Asthma,Faridabad,Punjab,2023-09-01,4495,160,4335,106,5
Asthma,Faridabad,Punjab,2023-10-01,1425,117,1308,122,4
Asthma,Faridabad,Punjab,2023-11-01,2447,175,2272,97,5
Asthma,Faridabad,Punjab,2023-12-01,1990,214,1776,36,1
Asthma,Faridabad,Punjab,2024-01-01,1031,56,975,117,5
Asthma,Faridabad,Punjab,2024-02-01,2157,69,2088,118,4
Asthma,Faridabad,Punjab,2024-03-01,4083,210,3873,88,2
Asthma,Faridabad,Punjab,2024-04-01,3358,153,3205,99,3
Asthma,Faridabad,Punjab,2024-05-01,3462,159,3303,11,8
Asthma,Faridabad,Punjab,2024-06-01,2794,137,2657,168,4
Asthma,Faridabad,Punjab,2024-07-01,3299,75,3224,152,2
Asthma,Faridabad,Punjab,2024-08-01,1523,88,1435,38,6
Asthma,Faridabad,Punjab,2024-09-01,2182,19,2163,72,7
Asthma,Faridabad,Punjab,2024-10-01,2855,83,2772,180,5
Asthma,Faridabad,Punjab,2024-11-01,2970,138,2832,47,1
Asthma,Faridabad,Punjab,2024-12-01,3027,0,3027,131,1
Asthma,Faridabad,Punjab,2025-01-01,2412,174,2238,81,2
Asthma,Faridabad,Punjab,2025-02-01,2091,0,2091,127,8
Asthma,Faridabad,Punjab,2025-03-01,4989,347,4642,109,8
Asthma,Faridabad,Punjab,2025-04-01,3814,47,3767,92,3
Asthma,Faridabad,Punjab,2025-05-01,3152,120,3032,126,4
Asthma,Faridabad,Punjab,2025-06-01,2285,148,2137,81,7
Asthma,Faridabad,Punjab,2025-07-01,1992,227,1765,15,4
Asthma,Faridabad,Punjab,2025-08-01,2422,129,2293,59,8
Asthma,Faridabad,Punjab,2025-09-01,2990,0,2990,53,5
Asthma,Faridabad,Punjab,2025-10-01,78,0,78,24,6
Asthma,Faridabad,Punjab,2025-11-01,492,21,471,125,4
Asthma,Faridabad,Punjab,2025-12-01,1743,90,1653,97,3
Asthma,Faridabad,Chandigarh,2018-01-01,2875,190,2685,124,8
Asthma,Faridabad,Chandigarh,2018-02-01,2276,0,2276,133,1
Asthma,Faridabad,Chandigarh,2018-03-01,4580,230,4350,145,3
Asthma,Faridabad,Chandigarh,2018-04-01,609,23,586,127,5
Asthma,Faridabad,Chandigarh,2018-05-01,1589,136,1453,56,7
Asthma,Faridabad,Chandigarh,2018-06-01,4637,330,4307,136,2
Asthma,Faridabad,Chandigarh,2018-07-01,2773,7,2766,118,5
Asthma,Faridabad,Chandigarh,2018-08-01,3784,328,3456,200,1
Asthma,Faridabad,Chandigarh,2018-09-01,4989,315,4674,107,6
Asthma,Faridabad,Chandigarh,2018-10-01,1667,8,1659,126,10
Asthma,Faridabad,Chandigarh,2018-11-01,2464,127,2337,101,1
Asthma,Faridabad,Chandigarh,2018-12-01,2232,178,2054,109,3
Asthma,Faridabad,Chandigarh,2019-01-01,78,0,78,105,7
Asthma,Faridabad,Chandigarh,2019-02-01,2181,196,1985,84,10
Asthma,Faridabad,Chandigarh,2019-03-01,3779,22,3757,115,7
Asthma,Faridabad,Chandigarh,2019-04-01,3323,89,3234,138,3
Asthma,Faridabad,Chandigarh,2019-05-01,3428,77,3351,85,4
Asthma,Faridabad,Chandigarh,2019-06-01,2094,188,1906,149,1
Asthma,Faridabad,Chandigarh,2019-07-01,1717,61,1656,143,7
Asthma,Faridabad,Chandigarh,2019-08-01,4300,69,4231,61,8
Asthma,Faridabad,Chandigarh,2019-09-01,1930,121,1809,57,9
Asthma,Faridabad,Chandigarh,2019-10-01,2992,207,2785,129,4
Asthma,Faridabad,Chandigarh,2019-11-01,2817,195,2622,76,2
Asthma,Faridabad,Chandigarh,2019-12-01,4558,192,4366,53,9
Asthma,Faridabad,Chandigarh,2020-01-01,3901,224,3677,194,9
Asthma,Faridabad,Chandigarh,2020-02-01,860,26,834,57,2
Asthma,Faridabad,Chandigarh,2020-03-01,1004,99,905,29,4
Asthma,Faridabad,Chandigarh,2020-04-01,3374,281,3093,66,7
Asthma,Faridabad,Chandigarh,2020-05-01,2511,204,2307,118,4
Asthma,Faridabad,Chandigarh,2020-06-01,1987,145,1842,110,5
Asthma,Faridabad,Chandigarh,2020-07-01,3960,258,3702,200,1
Asthma,Faridabad,Chandigarh,2020-08-01,2849,39,2810,67,2
Asthma,Faridabad,Chandigarh,2020-09-01,2668,182,2486,118,5
Asthma,Faridabad,Chandigarh,2020-10-01,3644,194,3450,164,3
Asthma,Faridabad,Chandigarh,2020-11-01,2094,181,1913,73,1
Asthma,Faridabad,Chandigarh,2020-12-01,4702,345,4357,142,4
Asthma,Faridabad,Chandigarh,2021-01-01,1540,101,1439,13,2
Asthma,Faridabad,Chandigarh,2021-02-01,3479,3,3476,196,5
Asthma,Faridabad,Chandigarh,2021-03-01,4521,214,4307,157,8
Asthma,Faridabad,Chandigarh,2021-04-01,750,25,725,72,4
Asthma,Faridabad,Chandigarh,2021-05-01,2137,122,2015,148,4
Asthma,Faridabad,Chandigarh,2021-06-01,4130,156,3974,173,8
Asthma,Faridabad,Chandigarh,2021-07-01,4150,174,3976,41,7
Asthma,Faridabad,Chandigarh,2021-08-01,2367,150,2217,76,7
Asthma,Faridabad,Chandigarh,2021-09-01,1612,60,1552,175,1
Asthma,Faridabad,Chandigarh,2021-10-01,3880,208,3672,110,4
Asthma,Faridabad,Chandigarh,2021-11-01,4185,24,4161,128,3
Asthma,Faridabad,Chandigarh,2021-12-01,1035,26,1009,110,2
Asthma,Faridabad,Chandigarh,2022-01-01,982,67,915,152,8
Asthma,Faridabad,Chandigarh,2022-02-01,2900,41,2859,132,3
Asthma,Faridabad,Chandigarh,2022-03-01,3442,297,3145,112,1
Asthma,Faridabad,Chandigarh,2022-04-01,2196,172,2024,11,6
Asthma,Faridabad,Chandigarh,2022-05-01,3509,148,3361,139,5
Asthma,Faridabad,Chandigarh,2022-06-01,1645,225,1420,143,2
Asthma,Faridabad,Chandigarh,2022-07-01,78,0,78,43,8
Asthma,Faridabad,Chandigarh,2022-08-01,2029,45,1984,47,6
Asthma,Faridabad,Chandigarh,2022-09-01,2682,192,2490,133,6
Asthma,Faridabad,Chandigarh,2022-10-01,2227,115,2112,116,6
Asthma,Faridabad,Chandigarh,2022-11-01,1043,28,1015,11,8
Asthma,Faridabad,Chandigarh,2022-12-01,162,3,159,64,4
Asthma,Faridabad,Chandigarh,2023-01-01,1908,150,1758,122,1
Asthma,Faridabad,Chandigarh,2023-02-01,3802,124,3678,141,4
Asthma,Faridabad,Chandigarh,2023-03-01,4283,201,4082,76,1
Asthma,Faridabad,Chandigarh,2023-04-01,4191,97,4094,99,2
Asthma,Faridabad,Chandigarh,2023-05-01,1503,42,1461,61,10
Asthma,Faridabad,Chandigarh,2023-06-01,1050,48,1002,174,2
Asthma,Faridabad,Chandigarh,2023-07-01,3264,200,3064,115,1
Asthma,Faridabad,Chandigarh,2023-08-01,3449,0,3449,72,7
Asthma,Faridabad,Chandigarh,2023-09-01,3134,158,2976,47,7
Asthma,Faridabad,Chandigarh,2023-10-01,78,0,78,42,1
Asthma,Faridabad,Chandigarh,2023-11-01,1434,130,1304,199,6
Asthma,Faridabad,Chandigarh,2023-12-01,2558,347,2211,97,3
Asthma,Faridabad,Chandigarh,2024-01-01,3251,128,3123,86,6
Asthma,Faridabad,Chandigarh,2024-02-01,3627,0,3627,95,4
Asthma,Faridabad,Chandigarh,2024-03-01,2791,149,2642,74,1
Asthma,Faridabad,Chandigarh,2024-04-01,3041,134,2907,101,3
Asthma,Faridabad,Chandigarh,2024-05-01,2711,291,2420,108,7
Asthma,Faridabad,Chandigarh,2024-06-01,3517,346,3171,107,10
Asthma,Faridabad,Chandigarh,2024-07-01,3017,227,2790,42,6
Asthma,Faridabad,Chandigarh,2024-08-01,2686,88,2598,152,4
Asthma,Faridabad,Chandigarh,2024-09-01,2237,156,2081,78,1
Asthma,Faridabad,Chandigarh,2024-10-01,2706,156,2550,73,4
Asthma,Faridabad,Chandigarh,2024-11-01,3247,185,3062,70,4
Asthma,Faridabad,Chandigarh,2024-12-01,2956,13,2943,53,6
Asthma,Faridabad,Chandigarh,2025-01-01,3108,251,2857,120,5
Asthma,Faridabad,Chandigarh,2025-02-01,4399,234,4165,152,6
Asthma,Faridabad,Chandigarh,2025-03-01,2953,139,2814,69,4
Asthma,Faridabad,Chandigarh,2025-04-01,1727,56,1671,12,10
Asthma,Faridabad,Chandigarh,2025-05-01,3783,102,3681,54,7
Asthma,Faridabad,Chandigarh,2025-06-01,765,45,720,83,3
Asthma,Faridabad,Chandigarh,2025-07-01,1147,0,1147,43,8
Asthma,Faridabad,Chandigarh,2025-08-01,3048,222,2826,76,1
Asthma,Faridabad,Chandigarh,2025-09-01,3290,63,3227,78,2
Asthma,Faridabad,Chandigarh,2025-10-01,927,0,927,105,2
Asthma,Faridabad,Chandigarh,2025-11-01,2084,214,1870,32,9
Asthma,Faridabad,Chandigarh,2025-12-01,1784,44,1740,136,4
Asthma,Faridabad,Himachal Pradesh,2018-01-01,1945,56,1889,191,3
Asthma,Faridabad,Himachal Pradesh,2018-02-01,3863,320,3543,179,5
Asthma,Faridabad,Himachal Pradesh,2018-03-01,3545,368,3177,76,6
Asthma,Faridabad,Himachal Pradesh,2018-04-01,2572,14,2558,140,9
Asthma,Faridabad,Himachal Pradesh,2018-05-01,1865,41,1824,134,1
Asthma,Faridabad,Himachal Pradesh,2018-06-01,787,19,768,104,8
Asthma,Faridabad,Himachal Pradesh,2018-07-01,4503,347,4156,115,1
Asthma,Faridabad,Himachal Pradesh,2018-08-01,3392,331,3061,141,7
Asthma,Faridabad,Himachal Pradesh,2018-09-01,1649,30,1619,151,8
Asthma,Faridabad,Himachal Pradesh,2018-10-01,3563,325,3238,65,8
Asthma,Faridabad,Himachal Pradesh,2018-11-01,2503,73,2430,144,6
Asthma,Faridabad,Himachal Pradesh,2018-12-01,2212,132,2080,191,2
Asthma,Faridabad,Himachal Pradesh,2019-01-01,3181,41,3140,151,7
Asthma,Faridabad,Himachal Pradesh,2019-02-01,1603,74,1529,184,2
Asthma,Faridabad,Himachal Pradesh,2019-03-01,2136,100,2036,11,2
Asthma,Faridabad,Himachal Pradesh,2019-04-01,2760,112,2648,137,3
Asthma,Faridabad,Himachal Pradesh,2019-05-01,1927,118,1809,120,4
Asthma,Faridabad,Himachal Pradesh,2019-06-01,3495,72,3423,159,6
Asthma,Faridabad,Himachal Pradesh,2019-07-01,4989,121,4868,49,3
Asthma,Faridabad,Himachal Pradesh,2019-08-01,1586,99,1487,80,6
Asthma,Faridabad,Himachal Pradesh,2019-09-01,364,32,332,152,1
Asthma,Faridabad,Himachal Pradesh,2019-10-01,78,0,78,52,5
Asthma,Faridabad,Himachal Pradesh,2019-11-01,2396,155,2241,119,4
Asthma,Faridabad,Himachal Pradesh,2019-12-01,1708,123,1585,105,8
Asthma,Faridabad,Himachal Pradesh,2020-01-01,2876,213,2663,96,8
Asthma,Faridabad,Himachal Pradesh,2020-02-01,2775,61,2714,135,4
Asthma,Faridabad,Himachal Pradesh,2020-03-01,447,12,435,49,1
Asthma,Faridabad,Himachal Pradesh,2020-04-01,163,4,159,66,1
Asthma,Faridabad,Himachal Pradesh,2020-05-01,2994,317,2677,99,8
Asthma,Faridabad,Himachal Pradesh,2020-06-01,2779,180,2599,45,4
Asthma,Faridabad,Himachal Pradesh,2020-07-01,2026,128,1898,169,10
Asthma,Faridabad,Himachal Pradesh,2020-08-01,374,22,352,66,7
